$0;1716254094662582884;1.15.4;KIEKER;MacBook-Pro.local;1;false;0;NANOSECONDS;0
$1;1716254094676723456;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;2272910436938547201;1716254094672780823;1716254094676546231;MacBook-Pro.local;0;0
$1;1716254094684565919;public org.mybatis.jpetstore.domain.Order.<init>();<no-session-id>;2272910436938547202;1716254094684541177;1716254094684559623;MacBook-Pro.local;1;1
$1;1716254094684600191;public org.mybatis.jpetstore.web.actions.OrderActionBean.<init>();<no-session-id>;2272910436938547202;1716254094676816243;1716254094684596775;MacBook-Pro.local;0;0
$1;1716254094684905036;public java.util.List org.mybatis.jpetstore.web.actions.OrderActionBean.getOrderList();<no-session-id>;2272910436938547203;1716254094684887975;1716254094684900906;MacBook-Pro.local;0;0
$1;1716254094874840058;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;2272910436938547204;1716254094874818393;1716254094874831229;MacBook-Pro.local;0;0
$1;1716254094874900467;public org.mybatis.jpetstore.domain.Order.<init>();<no-session-id>;2272910436938547205;1716254094874891872;1716254094874897127;MacBook-Pro.local;1;1
$1;1716254094874914919;public org.mybatis.jpetstore.web.actions.OrderActionBean.<init>();<no-session-id>;2272910436938547205;1716254094874881647;1716254094874912143;MacBook-Pro.local;0;0
$1;1716254094875770360;public net.sourceforge.stripes.action.ActionBeanContext org.mybatis.jpetstore.web.actions.AbstractActionBean.getContext();<no-session-id>;2272910436938547206;1716254094875754533;1716254094875766246;MacBook-Pro.local;0;0
$1;1716254094877781554;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;2272910436938547207;1716254094877766925;1716254094877776266;MacBook-Pro.local;0;0
$1;1716254094877933903;public org.mybatis.jpetstore.domain.Order.<init>();<no-session-id>;2272910436938547208;1716254094877924879;1716254094877930209;MacBook-Pro.local;1;1
$1;1716254094877948669;public org.mybatis.jpetstore.web.actions.OrderActionBean.<init>();<no-session-id>;2272910436938547208;1716254094877912118;1716254094877946457;MacBook-Pro.local;0;0
$1;1716254094878008136;public boolean org.mybatis.jpetstore.web.actions.OrderActionBean.isShippingAddressRequired();<no-session-id>;2272910436938547209;1716254094877996922;1716254094878004796;MacBook-Pro.local;0;0
