$0;1716499660748775264;1.14;KIEKER;MacBook-Pro.local;1;false;0;NANOSECONDS;0
$1;1716499660756613326;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;6137843342152564737;1716499660756449297;1716499660756456620;MacBook-Pro.local;0;0
$1;1716499660779959100;public org.mybatis.jpetstore.domain.Order.<init>();<no-session-id>;6137843342152564738;1716499660779940416;1716499660779953495;MacBook-Pro.local;1;1
$1;1716499660779989041;public org.mybatis.jpetstore.web.actions.OrderActionBean.<init>();<no-session-id>;6137843342152564738;1716499660756735225;1716499660779985743;MacBook-Pro.local;0;0
$1;1716499660780138158;public java.util.List org.mybatis.jpetstore.web.actions.OrderActionBean.getOrderList();<no-session-id>;6137843342152564739;1716499660780125862;1716499660780134493;MacBook-Pro.local;0;0
$1;1716499660927764536;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;6137843342152564740;1716499660927752445;1716499660927756723;MacBook-Pro.local;0;0
$1;1716499660927832606;public org.mybatis.jpetstore.domain.Order.<init>();<no-session-id>;6137843342152564741;1716499660927828409;1716499660927830351;MacBook-Pro.local;1;1
$1;1716499660927839793;public org.mybatis.jpetstore.web.actions.OrderActionBean.<init>();<no-session-id>;6137843342152564741;1716499660927814450;1716499660927837984;MacBook-Pro.local;0;0
$1;1716499660928837410;public net.sourceforge.stripes.action.ActionBeanContext org.mybatis.jpetstore.web.actions.AbstractActionBean.getContext();<no-session-id>;6137843342152564742;1716499660928822904;1716499660928832228;MacBook-Pro.local;0;0
$1;1716499660931040886;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;6137843342152564743;1716499660931032662;1716499660931035821;MacBook-Pro.local;0;0
$1;1716499660931096527;public org.mybatis.jpetstore.domain.Order.<init>();<no-session-id>;6137843342152564744;1716499660931091913;1716499660931093755;MacBook-Pro.local;1;1
$1;1716499660931105530;public org.mybatis.jpetstore.web.actions.OrderActionBean.<init>();<no-session-id>;6137843342152564744;1716499660931080089;1716499660931103490;MacBook-Pro.local;0;0
$1;1716499660932570516;public boolean org.mybatis.jpetstore.web.actions.OrderActionBean.isShippingAddressRequired();<no-session-id>;6137843342152564745;1716499660931247343;1716499660932559960;MacBook-Pro.local;0;0
$1;1716499660935625763;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;6137843342152564746;1716499660935617339;1716499660935620390;MacBook-Pro.local;0;0
$1;1716499660935683269;public org.mybatis.jpetstore.domain.Order.<init>();<no-session-id>;6137843342152564747;1716499660935678822;1716499660935680757;MacBook-Pro.local;1;1
$1;1716499660935691722;public org.mybatis.jpetstore.web.actions.OrderActionBean.<init>();<no-session-id>;6137843342152564747;1716499660935664616;1716499660935689598;MacBook-Pro.local;0;0
$1;1716499660935830701;public boolean org.mybatis.jpetstore.web.actions.OrderActionBean.isConfirmed();<no-session-id>;6137843342152564748;1716499660935816205;1716499660935827594;MacBook-Pro.local;0;0
$1;1716499660975235112;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;6137843342152564749;1716499660975224145;1716499660975228431;MacBook-Pro.local;0;0
$1;1716499660975400454;public org.mybatis.jpetstore.web.actions.CatalogActionBean.<init>();<no-session-id>;6137843342152564750;1716499660975389146;1716499660975396566;MacBook-Pro.local;0;0
$1;1716499660975503295;public org.mybatis.jpetstore.domain.Category org.mybatis.jpetstore.web.actions.CatalogActionBean.getCategory();<no-session-id>;6137843342152564751;1716499660975493091;1716499660975499944;MacBook-Pro.local;0;0
$1;1716499660980830762;public org.mybatis.jpetstore.web.actions.AbstractActionBean.<init>();<no-session-id>;6137843342152564752;1716499660980822619;1716499660980825699;MacBook-Pro.local;0;0
